age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	lexical_set	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	oFormants		poles	bandwidths
55						./INPUTFILES/ARI_Frederick/	M		0			AE	1	TRAP	sp	that	sp	777.2	1337.9	1979.3	59.4	145.8	816.6	0.307	0.25	0.364	0.114	ae	stop	apical	voiceless	oral_apical				DH	T	internal	2	SP	DH AE1 T	SP	616.5693	1438.6048	712.1552	1259.425	777.2159	1337.8527	775.0631	1357.9008	705.5562	1433.0545	6	5	[955.9330462994508, 1753.4572301731155, 3463.103723844634],[868.1609028593424, 1516.034980779045, 2489.410168513359, 3613.1221920168414],[792.7606092625418, 1374.518950525899, 2157.727611649446, 3345.8682683348406, 3747.655765733022],[777.2159268315797, 1337.8527183248532, 1979.3306737325843, 2290.3145771693353, 3435.184475579051, 3928.4177599822265],[757.7285060515286, 1237.7879220761815, 1482.3964214465066, 2205.48293788242, 3036.6317343226324, 3524.7101524964205, 4056.014242887188]	[250.3478721512254, 453.2915007834502, 327.17020997945895],[212.3377082009653, 361.49407925304325, 730.7456790986448, 185.69222994518978],[70.6888000224604, 118.08248501376991, 246.41102120605535, 474.41472594883504, 389.5236876284993],[59.402551005513395, 145.8329029944251, 816.613673395158, 550.0566645835269, 206.82643795874628, 321.39349384217087],[54.33499368050732, 319.60102738415526, 327.4259888713956, 195.97549817355346, 605.0596915924207, 193.61903448557285, 281.50419281391646]
55						./INPUTFILES/ARI_Frederick/	M		0			UW	1	GOOSE	sp	tooth	sp	404.8	777.9	2383.3	148.0	158.0	151.5	1.423	1.37	1.476	0.106	Tuw	fricative	interdental	voiceless	oral_apical				T	TH	internal	2	SP	T UW1 TH	SP	349.0816	1073.3893	393.4455	927.7323	404.8392	777.8535	402.7539	795.7518	345.2423	1026.585	99	6	[526.6752647048131, 2673.2404025471747, 3463.5354305258847],[575.4276381006478, 2672.2849886670265, 3494.500490384356],[613.0721148572364, 2513.8546770921894, 3314.609298317281, 3882.3877125979657],[404.8392291889938, 777.8534802926569, 2383.292620900905, 3097.68253952236, 3687.6672417315103],[452.5478157004399, 821.4681795026851, 2381.2108749328195, 3073.4294647850347, 3652.0937703097247, 4425.473378376273]	[131.27763771143088, 808.6748965944839, 495.3763296656847],[200.12298757065403, 426.4584774229311, 335.1014567252804],[152.89674406994547, 431.8118588655911, 445.44538452357244, 833.4666315801053],[147.9864248335716, 157.9612500241079, 151.45910487965062, 203.1525467000126, 238.861956823446],[203.55182479139233, 235.52714421552096, 102.22233308955599, 159.27733219851154, 218.75600618874137, 1695.9312174070917]
55						./INPUTFILES/ARI_Frederick/	M		0			EH	1	DRESS	sp	better	sp	624.8	1668.9	2491.8	82.2	116.1	655.3	3.806	3.769	3.844	0.075	e	stop	apical	voiceless	oral_labial	one_fol_syll			B	T	internal	2	SP	B EH1 T ER0	SP	473.3356	1604.1404	581.9626	1684.2319	624.7983	1668.9388	622.1231	1618.3302	529.7726	1606.828	99	4	[669.3381148730806, 1761.2541051002117, 3528.6922951683664],[624.7983027430449, 1668.938766223526, 2491.781072737449, 3757.7775287764],[615.5841359601029, 1633.847753438799, 2292.073200226993, 3680.529084989088, 4423.483226698149],[609.9685971340932, 1210.7801705951003, 1655.5653447605341, 2360.989281622584, 3559.348683193676, 4134.989924939744],[606.9461108367634, 957.7158129150534, 1648.1823607439485, 2318.822037327478, 2631.169054268054, 3591.328049991092, 4230.222834733823]	[258.94870617058103, 164.79278654219146, 503.8749510998979],[82.20615551976057, 116.09403152121867, 655.3257428483632, 262.13420421470477],[48.29762393598564, 109.16710502595583, 499.94144316263254, 289.839191460453, 4288.789548124304],[50.51067875112344, 1290.979029160004, 97.97800497085431, 277.52726458297127, 243.88423859042643, 567.8551086481548],[54.929613106665435, 1004.4155773090854, 84.23302717715389, 365.52761042220783, 1467.1900480766324, 188.03581408456944, 415.7803448611661]
55						./INPUTFILES/ARI_Frederick/	M		0			ER	1	NURSE	sp	hurt	sp	461.3	1350.7	2543.8	87.2	65.6	122.2	6.058	5.989	6.127	0.138	*hr	stop	apical	voiceless					HH	T	internal	2	SP	HH ER1 T	SP	449.9555	1344.0898	454.6008	1265.6922	461.3123	1350.6703	494.1544	1376.9585	468.6064	927.5609	99	6	[587.9388494821126, 1742.9309409589841, 3926.1988995184515],[485.7378345196613, 1437.3542688836123, 3003.770188245079, 3978.7448149055476],[445.94138631505405, 1327.2599365406497, 2516.0200984426147, 3769.938308266472, 4060.7266165698543],[461.3123498340403, 1350.670334198699, 2543.8067444232156, 3758.5325775273295, 4091.829760502537],[438.5514752989188, 925.2142385866598, 1368.9780277779744, 2535.502431550219, 3718.3507681995575, 3800.1770637041, 4111.50869997694]	[835.5944142972385, 1289.7777610340831, 151.89360754981266],[499.7683073914492, 590.798209035146, 929.6989479642401, 99.33372212213818],[48.45622736804986, 67.85985391288324, 196.64264781074394, 326.6318980124743, 203.4895433585559],[87.19085398307664, 65.59717713227184, 122.24339724997184, 195.0788745339083, 150.31150286624626],[73.49705923685552, 878.1330797362493, 78.19338584493, 80.21768728985099, 926.4675896146115, 338.0907560056333, 234.84176677851664]
55						./INPUTFILES/ARI_Frederick/	M		0			AW	1	MOUTH	sp	house	sp	634.8	1015.2	2395.3	122.4	155.7	435.5	7.67	7.579	7.762	0.183	aw	fricative	apical	voiceless					HH	S	internal	2	SP	HH AW1 S	SP	677.1137	1119.5659	690.6795	1136.3093	634.8276	1015.1755	516.4594	933.6215	459.7002	837.8774	5	5	[807.1509881361236, 3426.6554870367063],[753.8638574391662, 1118.6128318133733, 3166.13860452965, 4005.5355306232113],[634.8275961350838, 1015.1754791616117, 2395.2747422156776, 3315.4499121529716, 4161.117118423439],[610.1344933390643, 991.9311277254681, 2190.2225570111245, 3279.187524247145, 3388.800761157987, 4166.594925610349],[619.5303991248113, 721.1676948409364, 1005.0638740261022, 2225.8495688147796, 3220.281302236417, 3677.5055689638016, 4228.561164425266]	[159.05024740755564, 510.09882967957435],[206.64745472528753, 814.8102052247494, 347.7251817279075, 509.87115844991666],[122.36081990692044, 155.74950015775408, 435.4699589707331, 119.24975562930518, 132.97839529195588],[50.74690805285436, 60.760437714718265, 349.3943793312518, 182.570589595002, 1623.927800034574, 183.37831904053047],[64.39312232932457, 3347.333760748906, 70.94804298318785, 202.98569035217852, 143.24625703572454, 514.7356699335439, 151.75164920979597]
55						./INPUTFILES/ARI_Frederick/	M		0			AW	1	MOUTH	sp	town	sp	690.5	1131.7	1508.1	71.9	112.4	1019.3	10.593	10.521	10.665	0.144	aw	nasal	apical	voiced	oral_apical				T	N	internal	2	SP	T AW1 N	SP	604.422	913.1924	663.5349	1194.5944	690.5494	1131.6611	627.1207	967.0724	562.328	863.1634	7	5	[972.6588963560008, 1601.3733922143128, 3493.7010863132055],[826.4475359780967, 1259.7066620529454, 3036.5640304181507, 3908.7766552982857],[729.5990856641122, 1178.9216521903534, 2342.9439723568794, 3280.8137580860675, 4108.366500635194],[703.9827442826426, 1147.6334464530955, 2062.813777603007, 3216.6455540107972, 3271.0906154264417, 4128.452916374802],[690.549385166273, 1131.6610831921798, 1508.1243179231956, 2273.1219796189953, 3152.0242709535783, 3743.840073429028, 4262.732709213251]	[214.5026765808219, 3047.720684466479, 630.430732684156],[253.67860247259947, 426.5912927235591, 520.1924333399455, 547.905810121669],[122.95223352531862, 135.4099101629378, 598.2201150597689, 293.44984859503035, 313.61030688956646],[75.54728544337893, 88.57408780458901, 597.4245261039468, 523.6909840858935, 1296.4070757258166, 398.9470757551297],[71.90153032876715, 112.38597639673804, 1019.3131766278464, 492.4297044523284, 269.54384927623704, 512.5661258271832, 385.9599993019715]
55						./INPUTFILES/ARI_Frederick/	M		0			AE	1	TRAP	sp	hat	sp	805.1	1410.1	2177.6	106.3	134.9	297.0	15.78	15.743	15.816	0.073	ae	stop	apical	voiceless					HH	T	internal	2	SP	HH AE1 T	SP	786.081	1511.4652	810.2933	1406.0208	805.1374	1410.1092	743.1615	1394.1478	669.0858	1506.6343	5	5	[1000.1774945796913, 1748.6398826106567, 3577.4746173414383],[879.404812893004, 1508.7078467987126, 2405.922852481995, 3761.7563728852197],[805.1374328575391, 1410.1091608771635, 2177.640719515815, 3400.613195068165, 3785.8476767529623],[784.0693863370659, 1374.2179131881444, 2123.851249843439, 2261.4028339911847, 3707.0864048232256, 3886.762268909847],[760.9280927680612, 1328.5173074079376, 1472.4294768011898, 2216.7561079031366, 3048.7357771191864, 3728.877665273135, 4195.758802049721]	[295.08404971563954, 421.23092840716356, 495.0103444982099],[252.3967896247108, 311.89796635970737, 592.6100309794416, 179.16633786816024],[106.31698887836103, 134.9376200228882, 296.95854363783155, 1147.5378240391078, 305.2851569115221],[84.92932607738875, 149.2863481322114, 657.8306736915848, 944.3859322568555, 364.38439356026817, 884.1615973870407],[79.83497154198052, 353.87939804381057, 456.69833284001044, 264.78035078508356, 804.3172936643474, 233.7359705495066, 853.847012646858]
55						./INPUTFILES/ARI_Frederick/	M		0			AO	1	THOUGHT/NORTH/FORCE	sp	thought	sp	496.3	739.5	2575.0	94.6	67.6	343.2	19.334	19.254	19.413	0.159	oh	stop	apical	voiceless	oral_apical				TH	T	internal	2	SP	TH AO1 T	SP	461.4363	898.6281	484.1195	802.3967	496.2855	739.5487	484.2973	831.5823	508.6091	1027.3707	99	6	[621.7038411792162, 1675.343790486391, 3970.441281977086],[651.1495232160721, 2824.0438718257756, 4115.153331672271],[514.5233926198309, 737.8872483574993, 2646.2080913029013, 3841.947391122174, 4118.130607600415],[496.2855240602764, 739.5487266134417, 2575.049039538804, 3170.2047974596844, 4087.180140579121],[494.8691043864976, 737.4839102865269, 1091.5715061371352, 2514.701250441768, 3090.4413750194767, 4041.0144972202015, 4439.172536897836]	[67.82606845720419, 3484.4966763395487, 481.3010034265584],[61.38528565915228, 542.7354597774794, 140.55400849749148],[151.65854809235535, 116.91234532324337, 225.32836804710854, 1053.9861469352797, 238.96953424250782],[94.62273748072008, 67.59116825011158, 343.1847321094385, 1022.450163628893, 133.8669688655672],[104.6303169208439, 77.68060584079481, 1747.0628650334393, 224.15781664290375, 405.5069285223464, 127.38652188758955, 526.9110347379564]
55						./INPUTFILES/ARI_Frederick/	M		0			UH	1	FOOT	sp	put	sp	525.0	1050.0	2284.4	62.9	241.3	473.0	22.293	22.268	22.317	0.049	u	stop	apical	voiceless	oral_labial				P	T	internal	2	SP	P UH1 T	SP	436.7536	800.6036	482.7405	931.487	524.971	1050.042	478.4176	1309.07	456.5067	1319.1132	99	6	[608.4367619133673, 2659.6867533198865, 3949.086000672003],[569.0340262132964, 1298.1818324064495, 3268.129018334407, 4174.013568115423],[540.9862980748314, 1112.4011229797927, 2572.9049533487505, 3444.1662604559906, 4224.867081376333],[524.9709668249441, 1050.0419689104588, 2284.4156297974623, 3355.212784030846, 4157.271432906814],[531.7769048001561, 691.2291526666049, 1091.6913627173262, 2295.9328467402584, 3320.5575883285733, 4117.4324622962195, 4415.969553539499]	[166.74913548250112, 3107.3253205839274, 531.6938666405127],[133.5284540846723, 839.00291498783, 440.9823688319227, 220.05988237443017],[99.17028672727191, 464.5946174259695, 1106.1042111519464, 416.4214740209183, 161.76368783359186],[62.890161890842116, 241.28851164270296, 472.95054459023606, 174.06268143959372, 112.80956515527292],[69.8973109539108, 2170.637134220018, 240.51738598137598, 276.23474721036945, 121.73768790417762, 186.91069844876975, 675.5682653298452]
55						./INPUTFILES/ARI_Frederick/	M		0			IY	1	FLEECE	sp	heat	sp	397.1	2223.2	2628.7	183.9	170.7	3804.2	27.366	27.324	27.408	0.084	iy	stop	apical	voiceless					HH	T	internal	2	SP	HH IY1 T	SP	258.2076	2049.9196	412.0723	2181.1084	397.1474	2223.2148	370.7257	1229.6119	297.4057	1168.5718	6	5	[2582.0285066965644, 3922.9962886499657],[388.08744683135126, 2291.1009794152947, 3258.3649461677096, 4194.506118942055],[395.7036200577637, 2224.085904428838, 3100.8586788772636, 4008.9457793591773],[397.1474313800674, 2223.214773495371, 2628.7237123301725, 3109.7256402916673, 4016.164215267267],[430.5536138567888, 1610.8579805157135, 2246.06724254304, 3039.844825253759, 3605.6174505123104, 4098.997159086838]	[671.6953275246651, 663.0018167578488],[271.063553226658, 254.08625828554588, 386.1686389751265, 322.3738105916357],[183.83926311160096, 161.78422137097527, 248.36777124497735, 254.66056694064082],[183.8624721335868, 170.69793163386643, 3804.1545631902436, 256.648188761962, 237.91835171955557],[163.55986566289113, 864.9018351325502, 116.09977386531027, 194.29596854970978, 568.9383763823723, 199.06983306640493]
